submission_pk,User,Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
441518,mhjabreel,-999.999 (6),-999.999 (6),,,
436293,danielfl,-999.999 (6),-999.999 (6),,,
442373,psyml,-999.999 (6),-999.999 (6),,,
428455,ztlbells,-999.999 (6),-999.999 (6),,,
436434,SamB,-999.999 (6),-999.999 (6),,,
436742,IntenseEmojis,-999.999 (6),-999.999 (6),,,
434844,phejimlin,-999.999 (6),-999.999 (6),,,
435135,sabino,-999.999 (6),-999.999 (6),,,
437502,hardik.meisheri,-999.999 (6),-999.999 (6),,,
437504,majkar,-999.999 (6),-999.999 (6),,,
437511,abhisheknkar,-999.999 (6),-999.999 (6),,,
437526,zeornelas,-999.999 (6),-999.999 (6),,,
437577,cbaziotis,-999.999 (6),-999.999 (6),,,
442655,Sumail_Fan,-999.999 (6),-999.999 (6),,,
439775,mooshow,-999.999 (6),-999.999 (6),,,
440374,Habibeh,-999.999 (6),-999.999 (6),,,
submission_pk,User,Pearson (all instances),Pearson (gold in 0.5-1)
,valence,valence
436742,IntenseEmojis,0.772 (1),0.651 (1),,,
433333,Mabdou,0.754 (2),0.618 (2),,,
432290,vicgalle,0.575 (3),0.438 (3),,,
432158,SVM_Unigrams_Baseline,0.572 (4),0.411 (4),,,
429868,Random_Baseline,-0.055 (5),-0.084 (5),,,
436310,anasteam,-999.999 (6),-999.999 (6),,,
435362,velango,-999.999 (6),-999.999 (6),,,
436658,ISCLAB,-999.999 (6),-999.999 (6),,,
436067,kiksekage,-999.999 (6),-999.999 (6),,,
430430,lt3luna,-999.999 (6),-999.999 (6),,,
437162,Malak,-999.999 (6),-999.999 (6),,,
433230,pribanp,-999.999 (6),-999.999 (6),,,
434737,AK,-999.999 (6),-999.999 (6),,,
434727,ziyuan,-999.999 (6),-999.999 (6),,,
433492,zzx2017,-999.999 (6),-999.999 (6),,,
436970,dmikrav,-999.999 (6),-999.999 (6),,,
437048,AngelDeborahSuseelan,-999.999 (6),-999.999 (6),,,
435917,orabia,-999.999 (6),-999.999 (6),,,
432455,hebe,-999.999 (6),-999.999 (6),,,
436538,wangmin,-999.999 (6),-999.999 (6),,,
433133,jhpark,-999.999 (6),-999.999 (6),,,
434989,veralilili,-999.999 (6),-999.999 (6),,,
441518,mhjabreel,-999.999 (6),-999.999 (6),,,
436293,danielfl,-999.999 (6),-999.999 (6),,,
442373,psyml,-999.999 (6),-999.999 (6),,,
428455,ztlbells,-999.999 (6),-999.999 (6),,,
436434,SamB,-999.999 (6),-999.999 (6),,,
434844,phejimlin,-999.999 (6),-999.999 (6),,,
435135,sabino,-999.999 (6),-999.999 (6),,,
437502,hardik.meisheri,-999.999 (6),-999.999 (6),,,
437504,majkar,-999.999 (6),-999.999 (6),,,
437511,abhisheknkar,-999.999 (6),-999.999 (6),,,
437526,zeornelas,-999.999 (6),-999.999 (6),,,
437577,cbaziotis,-999.999 (6),-999.999 (6),,,
442655,Sumail_Fan,-999.999 (6),-999.999 (6),,,
439775,mooshow,-999.999 (6),-999.999 (6),,,
440374,Habibeh,-999.999 (6),-999.999 (6),,,
submission_pk,User,Pearson (all classes),Pearson (some-emotion),Kappa  (all classes),Kappa (some-emotion)
,valence,valence,valence,valence
436293,danielfl,0.864 (1),0.897 (1),0.855 (1),0.885 (1),,,,,
437577,cbaziotis,0.835 (2),0.874 (2),0.829 (2),0.866 (2),,,,,
433133,jhpark,0.819 (3),0.855 (4),0.796 (4),0.822 (6),,,,,
437504,majkar,0.818 (4),0.856 (3),0.816 (3),0.856 (3),,,,,
436310,anasteam,0.794 (5),0.841 (5),0.793 (5),0.840 (4),,,,,
437502,hardik.meisheri,0.789 (6),0.833 (6),0.786 (6),0.827 (5),,,,,
437511,abhisheknkar,0.739 (7),0.784 (8),0.718 (7),0.755 (8),,,,,
435362,velango,0.733 (8),0.780 (9),0.703 (9),0.739 (9),,,,,
434989,veralilili,0.720 (9),0.785 (7),0.703 (8),0.774 (7),,,,,
437162,Malak,0.709 (10),0.759 (10),0.687 (10),0.724 (10),,,,,
434727,ziyuan,0.665 (11),0.735 (11),0.641 (11),0.720 (11),,,,,
435135,sabino,0.486 (12),0.534 (12),0.483 (12),0.528 (12),,,,,
437048,AngelDeborahSuseelan,0.468 (13),0.520 (13),0.458 (13),0.505 (13),,,,,
432158,SVM_Unigrams_Baseline,0.362 (14),0.400 (14),0.360 (14),0.394 (14),,,,,
429868,Random_Baseline,0.013 (15),0.011 (15),0.013 (15),0.011 (15),,,,,
436658,ISCLAB,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
436067,kiksekage,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
430430,lt3luna,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
433333,Mabdou,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
433230,pribanp,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
434737,AK,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
433492,zzx2017,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
436970,dmikrav,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
435917,orabia,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
432455,hebe,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
436538,wangmin,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
432290,vicgalle,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
441518,mhjabreel,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
442373,psyml,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
428455,ztlbells,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
436434,SamB,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
436742,IntenseEmojis,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
434844,phejimlin,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
437526,zeornelas,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
442655,Sumail_Fan,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
439775,mooshow,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
440374,Habibeh,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
submission_pk,User,Pearson (all classes),Pearson (some-emotion),Kappa  (all classes),Kappa (some-emotion)
,valence,valence,valence,valence
437162,Malak,0.668 (1),0.705 (1),0.645 (1),0.670 (1),,,,,
435135,sabino,0.450 (2),0.481 (2),0.437 (2),0.468 (2),,,,,
432158,SVM_Unigrams_Baseline,0.438 (3),0.465 (3),0.422 (3),0.452 (3),,,,,
429868,Random_Baseline,0.003 (4),-0.014 (4),0.003 (4),-0.014 (4),,,,,
436310,anasteam,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
435362,velango,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436658,ISCLAB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436067,kiksekage,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
430430,lt3luna,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433333,Mabdou,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433230,pribanp,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434737,AK,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434727,ziyuan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433492,zzx2017,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436970,dmikrav,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437048,AngelDeborahSuseelan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
435917,orabia,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
432455,hebe,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436538,wangmin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433133,jhpark,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434989,veralilili,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
432290,vicgalle,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
441518,mhjabreel,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436293,danielfl,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
442373,psyml,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
428455,ztlbells,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436434,SamB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436742,IntenseEmojis,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434844,phejimlin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437502,hardik.meisheri,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437504,majkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437511,abhisheknkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437526,zeornelas,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437577,cbaziotis,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
442655,Sumail_Fan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
439775,mooshow,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
440374,Habibeh,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
submission_pk,User,Pearson (all classes),Pearson (some-emotion),Kappa  (all classes),Kappa (some-emotion)
,valence,valence,valence,valence
436742,IntenseEmojis,0.744 (1),0.771 (1),0.715 (1),0.738 (1),,,,,
435135,sabino,0.571 (2),0.610 (2),0.564 (2),0.600 (2),,,,,
432158,SVM_Unigrams_Baseline,0.447 (3),0.476 (3),0.439 (3),0.466 (3),,,,,
429868,Random_Baseline,-0.121 (4),-0.131 (4),-0.119 (4),-0.129 (4),,,,,
436310,anasteam,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
435362,velango,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436658,ISCLAB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436067,kiksekage,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
430430,lt3luna,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437162,Malak,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433333,Mabdou,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433230,pribanp,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434737,AK,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434727,ziyuan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433492,zzx2017,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436970,dmikrav,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437048,AngelDeborahSuseelan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
435917,orabia,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
432455,hebe,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436538,wangmin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
433133,jhpark,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434989,veralilili,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
432290,vicgalle,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
441518,mhjabreel,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436293,danielfl,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
442373,psyml,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
428455,ztlbells,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
436434,SamB,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
434844,phejimlin,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437502,hardik.meisheri,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437504,majkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437511,abhisheknkar,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437526,zeornelas,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
437577,cbaziotis,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
442655,Sumail_Fan,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
439775,mooshow,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
440374,Habibeh,-999.999 (5),-999.999 (5),-999.999 (5),-999.999 (5),,,,,
submission_pk,User,accuracy,micro-avg F1,macro-avg F1
437577,cbaziotis,0.595 (1),0.709 (1),0.542 (1),
437502,hardik.meisheri,0.582 (2),0.694 (3),0.534 (2),
442373,psyml,0.576 (3),0.695 (2),0.522 (3),
433133,jhpark,0.565 (4),0.676 (4),0.495 (4),
437504,majkar,0.554 (5),0.674 (5),0.490 (5),
430430,lt3luna,0.495 (6),0.609 (6),0.422 (10),
436067,kiksekage,0.481 (7),0.606 (7),0.466 (6),
437048,AngelDeborahSuseelan,0.469 (8),0.594 (8),0.436 (8),
442655,Sumail_Fan,0.421 (9),0.553 (9),0.447 (7),
432158,SVM_Unigrams_Baseline,0.400 (10),0.532 (10),0.432 (9),
429868,Random_Baseline,0.187 (11),0.309 (11),0.283 (11),
441518,mhjabreel,0.019 (12),0.006 (12),0.004 (12),
436310,anasteam,-999.999 (13),-999.999 (13),-999.999 (13),
435362,velango,-999.999 (13),-999.999 (13),-999.999 (13),
436658,ISCLAB,-999.999 (13),-999.999 (13),-999.999 (13),
437162,Malak,-999.999 (13),-999.999 (13),-999.999 (13),
433333,Mabdou,-999.999 (13),-999.999 (13),-999.999 (13),
433230,pribanp,-999.999 (13),-999.999 (13),-999.999 (13),
434737,AK,-999.999 (13),-999.999 (13),-999.999 (13),
434727,ziyuan,-999.999 (13),-999.999 (13),-999.999 (13),
433492,zzx2017,-999.999 (13),-999.999 (13),-999.999 (13),
436970,dmikrav,-999.999 (13),-999.999 (13),-999.999 (13),
435917,orabia,-999.999 (13),-999.999 (13),-999.999 (13),
432455,hebe,-999.999 (13),-999.999 (13),-999.999 (13),
436538,wangmin,-999.999 (13),-999.999 (13),-999.999 (13),
434989,veralilili,-999.999 (13),-999.999 (13),-999.999 (13),
432290,vicgalle,-999.999 (13),-999.999 (13),-999.999 (13),
436293,danielfl,-999.999 (13),-999.999 (13),-999.999 (13),
428455,ztlbells,-999.999 (13),-999.999 (13),-999.999 (13),
436434,SamB,-999.999 (13),-999.999 (13),-999.999 (13),
436742,IntenseEmojis,-999.999 (13),-999.999 (13),-999.999 (13),
434844,phejimlin,-999.999 (13),-999.999 (13),-999.999 (13),
435135,sabino,-999.999 (13),-999.999 (13),-999.999 (13),
437511,abhisheknkar,-999.999 (13),-999.999 (13),-999.999 (13),
437526,zeornelas,-999.999 (13),-999.999 (13),-999.999 (13),
439775,mooshow,-999.999 (13),-999.999 (13),-999.999 (13),
440374,Habibeh,-999.999 (13),-999.999 (13),-999.999 (13),
submission_pk,User,accuracy,micro-avg F1,macro-avg F1
432158,SVM_Unigrams_Baseline,0.360 (1),0.500 (1),0.371 (1),
429868,Random_Baseline,0.182 (2),0.302 (2),0.283 (2),
436310,anasteam,-999.999 (3),-999.999 (3),-999.999 (3),
435362,velango,-999.999 (3),-999.999 (3),-999.999 (3),
436658,ISCLAB,-999.999 (3),-999.999 (3),-999.999 (3),
436067,kiksekage,-999.999 (3),-999.999 (3),-999.999 (3),
430430,lt3luna,-999.999 (3),-999.999 (3),-999.999 (3),
437162,Malak,-999.999 (3),-999.999 (3),-999.999 (3),
433333,Mabdou,-999.999 (3),-999.999 (3),-999.999 (3),
433230,pribanp,-999.999 (3),-999.999 (3),-999.999 (3),
434737,AK,-999.999 (3),-999.999 (3),-999.999 (3),
434727,ziyuan,-999.999 (3),-999.999 (3),-999.999 (3),
433492,zzx2017,-999.999 (3),-999.999 (3),-999.999 (3),
436970,dmikrav,-999.999 (3),-999.999 (3),-999.999 (3),
437048,AngelDeborahSuseelan,-999.999 (3),-999.999 (3),-999.999 (3),
435917,orabia,-999.999 (3),-999.999 (3),-999.999 (3),
432455,hebe,-999.999 (3),-999.999 (3),-999.999 (3),
436538,wangmin,-999.999 (3),-999.999 (3),-999.999 (3),
433133,jhpark,-999.999 (3),-999.999 (3),-999.999 (3),
434989,veralilili,-999.999 (3),-999.999 (3),-999.999 (3),
432290,vicgalle,-999.999 (3),-999.999 (3),-999.999 (3),
441518,mhjabreel,-999.999 (3),-999.999 (3),-999.999 (3),
436293,danielfl,-999.999 (3),-999.999 (3),-999.999 (3),
442373,psyml,-999.999 (3),-999.999 (3),-999.999 (3),
428455,ztlbells,-999.999 (3),-999.999 (3),-999.999 (3),
436434,SamB,-999.999 (3),-999.999 (3),-999.999 (3),
436742,IntenseEmojis,-999.999 (3),-999.999 (3),-999.999 (3),
434844,phejimlin,-999.999 (3),-999.999 (3),-999.999 (3),
435135,sabino,-999.999 (3),-999.999 (3),-999.999 (3),
437502,hardik.meisheri,-999.999 (3),-999.999 (3),-999.999 (3),
437504,majkar,-999.999 (3),-999.999 (3),-999.999 (3),
437511,abhisheknkar,-999.999 (3),-999.999 (3),-999.999 (3),
437526,zeornelas,-999.999 (3),-999.999 (3),-999.999 (3),
437577,cbaziotis,-999.999 (3),-999.999 (3),-999.999 (3),
442655,Sumail_Fan,-999.999 (3),-999.999 (3),-999.999 (3),
439775,mooshow,-999.999 (3),-999.999 (3),-999.999 (3),
440374,Habibeh,-999.999 (3),-999.999 (3),-999.999 (3),
submission_pk,User,accuracy,micro-avg F1,macro-avg F1
432158,SVM_Unigrams_Baseline,0.390 (1),0.483 (1),0.397 (1),
429868,Random_Baseline,0.136 (2),0.233 (2),0.221 (2),
436310,anasteam,-999.999 (3),-999.999 (3),-999.999 (3),
435362,velango,-999.999 (3),-999.999 (3),-999.999 (3),
436658,ISCLAB,-999.999 (3),-999.999 (3),-999.999 (3),
436067,kiksekage,-999.999 (3),-999.999 (3),-999.999 (3),
430430,lt3luna,-999.999 (3),-999.999 (3),-999.999 (3),
437162,Malak,-999.999 (3),-999.999 (3),-999.999 (3),
433333,Mabdou,-999.999 (3),-999.999 (3),-999.999 (3),
433230,pribanp,-999.999 (3),-999.999 (3),-999.999 (3),
434737,AK,-999.999 (3),-999.999 (3),-999.999 (3),
434727,ziyuan,-999.999 (3),-999.999 (3),-999.999 (3),
433492,zzx2017,-999.999 (3),-999.999 (3),-999.999 (3),
436970,dmikrav,-999.999 (3),-999.999 (3),-999.999 (3),
437048,AngelDeborahSuseelan,-999.999 (3),-999.999 (3),-999.999 (3),
435917,orabia,-999.999 (3),-999.999 (3),-999.999 (3),
432455,hebe,-999.999 (3),-999.999 (3),-999.999 (3),
436538,wangmin,-999.999 (3),-999.999 (3),-999.999 (3),
433133,jhpark,-999.999 (3),-999.999 (3),-999.999 (3),
434989,veralilili,-999.999 (3),-999.999 (3),-999.999 (3),
432290,vicgalle,-999.999 (3),-999.999 (3),-999.999 (3),
441518,mhjabreel,-999.999 (3),-999.999 (3),-999.999 (3),
436293,danielfl,-999.999 (3),-999.999 (3),-999.999 (3),
442373,psyml,-999.999 (3),-999.999 (3),-999.999 (3),
428455,ztlbells,-999.999 (3),-999.999 (3),-999.999 (3),
436434,SamB,-999.999 (3),-999.999 (3),-999.999 (3),
436742,IntenseEmojis,-999.999 (3),-999.999 (3),-999.999 (3),
434844,phejimlin,-999.999 (3),-999.999 (3),-999.999 (3),
435135,sabino,-999.999 (3),-999.999 (3),-999.999 (3),
437502,hardik.meisheri,-999.999 (3),-999.999 (3),-999.999 (3),
437504,majkar,-999.999 (3),-999.999 (3),-999.999 (3),
437511,abhisheknkar,-999.999 (3),-999.999 (3),-999.999 (3),
437526,zeornelas,-999.999 (3),-999.999 (3),-999.999 (3),
437577,cbaziotis,-999.999 (3),-999.999 (3),-999.999 (3),
442655,Sumail_Fan,-999.999 (3),-999.999 (3),-999.999 (3),
439775,mooshow,-999.999 (3),-999.999 (3),-999.999 (3),
440374,Habibeh,-999.999 (3),-999.999 (3),-999.999 (3),
