submission_pk,User,Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
440157,bicici,-999.999 (6),-999.999 (6),-999.999 (6),-999.999 (6),,,,,,,,,,,,,,,,,,,,,
475341,nvidia,-999.999 (6),-999.999 (6),-999.999 (6),-999.999 (6),,,,,,,,,,,,,,,,,,,,,
submission_pk,User,Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (all classes),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Pearson (some-emotion),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa  (all classes),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion),Kappa (some-emotion)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
439154,jogonba2,0.620 (1),0.461 (1),0.605 (1),0.412 (1),,,,,,,,,,,,,,,,,,,,,
438767,yoyo,0.380 (2),0.316 (2),0.378 (2),0.280 (2),,,,,,,,,,,,,,,,,,,,,
439109,NAVEEN.J.R,0.068 (3),0.031 (6),0.012 (5),0.003 (6),,,,,,,,,,,,,,,,,,,,,
439367,Amrita_student,0.068 (4),0.039 (5),0.020 (4),0.006 (4),,,,,,,,,,,,,,,,,,,,,
439130,AlexandraFlescan,0.023 (6),0.049 (4),0.021 (3),0.046 (3),,,,,,,,,,,,,,,,,,,,,
439459,thelonewolf190694,0.031 (5),0.098 (3),0.003 (6),0.004 (5),,,,,,,,,,,,,,,,,,,,,
953666,no_name,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
934486,alvarosness,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
787552,sohaelshafey,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
904483,ThalesSolutions,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
844598,Olha_Kaminska,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
839896,wbaker23,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
758675,Annony_Mouse,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
684559,luca.campanella,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
654867,rajdeep345,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
645164,sriyash421,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
624240,lpc,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
618910,eunsungyoon,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
614142,gosiazdunik,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
586542,IbraheemTuffaha,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
520086,yyyura,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
519527,zimkjh,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
519269,Seekers7,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
515097,Zupun7,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
512868,hammadfahim,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
496663,Ruchira,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
495100,TharinduGayan,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
494852,Zupun_Ranatunge,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
437726,CZWin32768,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
437810,hhaddad,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
442297,to.john.mcgonical,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
438639,psyml,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
437594,lanman,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
437598,ISCLAB,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
441651,ad26kt,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
445038,wangmin,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439087,hebe,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439099,minok00,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439145,utpalsikdar,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439143,danielfl,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439196,NAGOUDI,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439349,venkatesh-1729,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439546,mhjabreel,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439843,ruwanw,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
439905,anasteam,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
440357,dragoni,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
440376,Habibeh,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
440637,dmikrav,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
460109,FrosinaStojanovska,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
451204,prabod,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
466305,dominikstanojevic,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
469089,bakrianoo,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
440157,bicici,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
469166,Malak,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
475341,nvidia,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,,,,,,,,,,,,,,,,,
submission_pk,User,Pearson (all instances),Pearson (gold in 0.5-1)
,valence,valence
439349,venkatesh-1729,0.873 (1),0.697 (1),,,
439143,danielfl,0.843 (2),0.644 (5),,,
445038,wangmin,0.836 (3),0.667 (3),,,
438639,psyml,0.833 (4),0.668 (2),,,
439546,mhjabreel,0.828 (5),0.658 (4),,,
437594,lanman,0.813 (6),0.598 (9),,,
439154,jogonba2,0.804 (7),0.619 (7),,,
437726,CZWin32768,0.784 (8),0.591 (10),,,
442297,to.john.mcgonical,0.782 (9),0.621 (6),,,
440637,dmikrav,0.782 (9),0.621 (6),,,
437598,ISCLAB,0.781 (10),0.608 (8),,,
438767,yoyo,0.751 (11),0.581 (11),,,
439109,NAVEEN.J.R,0.622 (12),0.472 (12),,,
439367,Amrita_student,0.281 (13),0.209 (13),,,
440157,bicici,0.161 (14),0.092 (14),,,
439459,thelonewolf190694,0.005 (15),-0.075 (16),,,
440357,dragoni,-0.017 (16),0.060 (15),,,
953666,no_name,-999.999 (17),-999.999 (17),,,
934486,alvarosness,-999.999 (17),-999.999 (17),,,
787552,sohaelshafey,-999.999 (17),-999.999 (17),,,
904483,ThalesSolutions,-999.999 (17),-999.999 (17),,,
844598,Olha_Kaminska,-999.999 (17),-999.999 (17),,,
839896,wbaker23,-999.999 (17),-999.999 (17),,,
758675,Annony_Mouse,-999.999 (17),-999.999 (17),,,
684559,luca.campanella,-999.999 (17),-999.999 (17),,,
654867,rajdeep345,-999.999 (17),-999.999 (17),,,
645164,sriyash421,-999.999 (17),-999.999 (17),,,
624240,lpc,-999.999 (17),-999.999 (17),,,
618910,eunsungyoon,-999.999 (17),-999.999 (17),,,
614142,gosiazdunik,-999.999 (17),-999.999 (17),,,
586542,IbraheemTuffaha,-999.999 (17),-999.999 (17),,,
520086,yyyura,-999.999 (17),-999.999 (17),,,
519527,zimkjh,-999.999 (17),-999.999 (17),,,
519269,Seekers7,-999.999 (17),-999.999 (17),,,
515097,Zupun7,-999.999 (17),-999.999 (17),,,
512868,hammadfahim,-999.999 (17),-999.999 (17),,,
496663,Ruchira,-999.999 (17),-999.999 (17),,,
495100,TharinduGayan,-999.999 (17),-999.999 (17),,,
494852,Zupun_Ranatunge,-999.999 (17),-999.999 (17),,,
437810,hhaddad,-999.999 (17),-999.999 (17),,,
441651,ad26kt,-999.999 (17),-999.999 (17),,,
439087,hebe,-999.999 (17),-999.999 (17),,,
439099,minok00,-999.999 (17),-999.999 (17),,,
439130,AlexandraFlescan,-999.999 (17),-999.999 (17),,,
439145,utpalsikdar,-999.999 (17),-999.999 (17),,,
439196,NAGOUDI,-999.999 (17),-999.999 (17),,,
439843,ruwanw,-999.999 (17),-999.999 (17),,,
439905,anasteam,-999.999 (17),-999.999 (17),,,
440376,Habibeh,-999.999 (17),-999.999 (17),,,
460109,FrosinaStojanovska,-999.999 (17),-999.999 (17),,,
451204,prabod,-999.999 (17),-999.999 (17),,,
466305,dominikstanojevic,-999.999 (17),-999.999 (17),,,
469089,bakrianoo,-999.999 (17),-999.999 (17),,,
469166,Malak,-999.999 (17),-999.999 (17),,,
475341,nvidia,-999.999 (17),-999.999 (17),,,
submission_pk,User,Pearson (all instances),Pearson (gold in 0.5-1)
,valence,valence
439546,mhjabreel,0.828 (1),0.578 (2),,,
469166,Malak,0.816 (2),0.592 (1),,,
439196,NAGOUDI,0.720 (3),0.362 (4),,,
439109,NAVEEN.J.R,0.583 (4),0.438 (3),,,
439367,Amrita_student,0.470 (5),0.303 (5),,,
439459,thelonewolf190694,0.319 (6),0.238 (6),,,
440157,bicici,0.264 (7),0.210 (7),,,
953666,no_name,-999.999 (8),-999.999 (8),,,
934486,alvarosness,-999.999 (8),-999.999 (8),,,
787552,sohaelshafey,-999.999 (8),-999.999 (8),,,
904483,ThalesSolutions,-999.999 (8),-999.999 (8),,,
844598,Olha_Kaminska,-999.999 (8),-999.999 (8),,,
839896,wbaker23,-999.999 (8),-999.999 (8),,,
758675,Annony_Mouse,-999.999 (8),-999.999 (8),,,
684559,luca.campanella,-999.999 (8),-999.999 (8),,,
654867,rajdeep345,-999.999 (8),-999.999 (8),,,
645164,sriyash421,-999.999 (8),-999.999 (8),,,
624240,lpc,-999.999 (8),-999.999 (8),,,
618910,eunsungyoon,-999.999 (8),-999.999 (8),,,
614142,gosiazdunik,-999.999 (8),-999.999 (8),,,
586542,IbraheemTuffaha,-999.999 (8),-999.999 (8),,,
520086,yyyura,-999.999 (8),-999.999 (8),,,
519527,zimkjh,-999.999 (8),-999.999 (8),,,
519269,Seekers7,-999.999 (8),-999.999 (8),,,
515097,Zupun7,-999.999 (8),-999.999 (8),,,
512868,hammadfahim,-999.999 (8),-999.999 (8),,,
496663,Ruchira,-999.999 (8),-999.999 (8),,,
495100,TharinduGayan,-999.999 (8),-999.999 (8),,,
494852,Zupun_Ranatunge,-999.999 (8),-999.999 (8),,,
437726,CZWin32768,-999.999 (8),-999.999 (8),,,
437810,hhaddad,-999.999 (8),-999.999 (8),,,
442297,to.john.mcgonical,-999.999 (8),-999.999 (8),,,
438639,psyml,-999.999 (8),-999.999 (8),,,
438767,yoyo,-999.999 (8),-999.999 (8),,,
437594,lanman,-999.999 (8),-999.999 (8),,,
437598,ISCLAB,-999.999 (8),-999.999 (8),,,
441651,ad26kt,-999.999 (8),-999.999 (8),,,
445038,wangmin,-999.999 (8),-999.999 (8),,,
439087,hebe,-999.999 (8),-999.999 (8),,,
439099,minok00,-999.999 (8),-999.999 (8),,,
439130,AlexandraFlescan,-999.999 (8),-999.999 (8),,,
439145,utpalsikdar,-999.999 (8),-999.999 (8),,,
439154,jogonba2,-999.999 (8),-999.999 (8),,,
439143,danielfl,-999.999 (8),-999.999 (8),,,
439349,venkatesh-1729,-999.999 (8),-999.999 (8),,,
439843,ruwanw,-999.999 (8),-999.999 (8),,,
439905,anasteam,-999.999 (8),-999.999 (8),,,
440357,dragoni,-999.999 (8),-999.999 (8),,,
440376,Habibeh,-999.999 (8),-999.999 (8),,,
440637,dmikrav,-999.999 (8),-999.999 (8),,,
460109,FrosinaStojanovska,-999.999 (8),-999.999 (8),,,
451204,prabod,-999.999 (8),-999.999 (8),,,
466305,dominikstanojevic,-999.999 (8),-999.999 (8),,,
469089,bakrianoo,-999.999 (8),-999.999 (8),,,
475341,nvidia,-999.999 (8),-999.999 (8),,,
submission_pk,User,Pearson (all instances),Pearson (gold in 0.5-1)
,valence,valence
439143,danielfl,0.770 (1),0.642 (1),,,
439154,jogonba2,0.742 (2),0.571 (2),,,
438767,yoyo,0.597 (3),0.520 (4),,,
439109,NAVEEN.J.R,0.580 (4),0.526 (3),,,
440157,bicici,0.272 (5),0.359 (5),,,
439367,Amrita_student,0.193 (6),0.230 (6),,,
439459,thelonewolf190694,0.182 (7),0.128 (7),,,
953666,no_name,-999.999 (8),-999.999 (8),,,
934486,alvarosness,-999.999 (8),-999.999 (8),,,
787552,sohaelshafey,-999.999 (8),-999.999 (8),,,
904483,ThalesSolutions,-999.999 (8),-999.999 (8),,,
844598,Olha_Kaminska,-999.999 (8),-999.999 (8),,,
839896,wbaker23,-999.999 (8),-999.999 (8),,,
758675,Annony_Mouse,-999.999 (8),-999.999 (8),,,
684559,luca.campanella,-999.999 (8),-999.999 (8),,,
654867,rajdeep345,-999.999 (8),-999.999 (8),,,
645164,sriyash421,-999.999 (8),-999.999 (8),,,
624240,lpc,-999.999 (8),-999.999 (8),,,
618910,eunsungyoon,-999.999 (8),-999.999 (8),,,
614142,gosiazdunik,-999.999 (8),-999.999 (8),,,
586542,IbraheemTuffaha,-999.999 (8),-999.999 (8),,,
520086,yyyura,-999.999 (8),-999.999 (8),,,
519527,zimkjh,-999.999 (8),-999.999 (8),,,
519269,Seekers7,-999.999 (8),-999.999 (8),,,
515097,Zupun7,-999.999 (8),-999.999 (8),,,
512868,hammadfahim,-999.999 (8),-999.999 (8),,,
496663,Ruchira,-999.999 (8),-999.999 (8),,,
495100,TharinduGayan,-999.999 (8),-999.999 (8),,,
494852,Zupun_Ranatunge,-999.999 (8),-999.999 (8),,,
437726,CZWin32768,-999.999 (8),-999.999 (8),,,
437810,hhaddad,-999.999 (8),-999.999 (8),,,
442297,to.john.mcgonical,-999.999 (8),-999.999 (8),,,
438639,psyml,-999.999 (8),-999.999 (8),,,
437594,lanman,-999.999 (8),-999.999 (8),,,
437598,ISCLAB,-999.999 (8),-999.999 (8),,,
441651,ad26kt,-999.999 (8),-999.999 (8),,,
445038,wangmin,-999.999 (8),-999.999 (8),,,
439087,hebe,-999.999 (8),-999.999 (8),,,
439099,minok00,-999.999 (8),-999.999 (8),,,
439130,AlexandraFlescan,-999.999 (8),-999.999 (8),,,
439145,utpalsikdar,-999.999 (8),-999.999 (8),,,
439196,NAGOUDI,-999.999 (8),-999.999 (8),,,
439349,venkatesh-1729,-999.999 (8),-999.999 (8),,,
439546,mhjabreel,-999.999 (8),-999.999 (8),,,
439843,ruwanw,-999.999 (8),-999.999 (8),,,
439905,anasteam,-999.999 (8),-999.999 (8),,,
440357,dragoni,-999.999 (8),-999.999 (8),,,
440376,Habibeh,-999.999 (8),-999.999 (8),,,
440637,dmikrav,-999.999 (8),-999.999 (8),,,
460109,FrosinaStojanovska,-999.999 (8),-999.999 (8),,,
451204,prabod,-999.999 (8),-999.999 (8),,,
466305,dominikstanojevic,-999.999 (8),-999.999 (8),,,
469089,bakrianoo,-999.999 (8),-999.999 (8),,,
469166,Malak,-999.999 (8),-999.999 (8),,,
475341,nvidia,-999.999 (8),-999.999 (8),,,
submission_pk,User,Pearson (all classes),Pearson (some-emotion),Kappa  (all classes),Kappa (some-emotion)
,valence,valence,valence,valence
839896,wbaker23,0.856 (1),0.897 (1),0.856 (1),0.894 (1),,,,,
439349,venkatesh-1729,0.836 (2),0.884 (2),0.831 (2),0.873 (2),,,,,
439143,danielfl,0.813 (3),0.865 (4),0.812 (3),0.863 (3),,,,,
438639,psyml,0.802 (4),0.869 (3),0.796 (4),0.859 (4),,,,,
439546,mhjabreel,0.796 (5),0.838 (6),0.791 (5),0.829 (6),,,,,
439905,anasteam,0.776 (6),0.854 (5),0.763 (6),0.849 (5),,,,,
439154,jogonba2,0.759 (7),0.821 (7),0.757 (7),0.812 (7),,,,,
438767,yoyo,0.733 (8),0.787 (8),0.712 (8),0.756 (8),,,,,
437598,ISCLAB,0.708 (9),0.770 (9),0.686 (9),0.740 (9),,,,,
437594,lanman,0.686 (10),0.747 (10),0.684 (10),0.740 (10),,,,,
440357,dragoni,0.331 (11),0.370 (11),0.301 (11),0.323 (11),,,,,
439145,utpalsikdar,0.164 (12),0.178 (12),0.098 (13),0.099 (13),,,,,
439109,NAVEEN.J.R,0.155 (13),0.174 (13),0.072 (14),0.073 (14),,,,,
439367,Amrita_student,0.125 (14),0.140 (14),0.117 (12),0.127 (12),,,,,
439459,thelonewolf190694,-0.004 (15),-0.005 (15),-0.001 (15),-0.001 (15),,,,,
953666,no_name,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
934486,alvarosness,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
787552,sohaelshafey,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
904483,ThalesSolutions,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
844598,Olha_Kaminska,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
758675,Annony_Mouse,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
684559,luca.campanella,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
654867,rajdeep345,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
645164,sriyash421,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
624240,lpc,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
618910,eunsungyoon,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
614142,gosiazdunik,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
586542,IbraheemTuffaha,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
520086,yyyura,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
519527,zimkjh,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
519269,Seekers7,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
515097,Zupun7,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
512868,hammadfahim,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
496663,Ruchira,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
495100,TharinduGayan,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
494852,Zupun_Ranatunge,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
437726,CZWin32768,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
437810,hhaddad,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
442297,to.john.mcgonical,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
441651,ad26kt,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
445038,wangmin,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
439087,hebe,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
439099,minok00,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
439130,AlexandraFlescan,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
439196,NAGOUDI,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
439843,ruwanw,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
440376,Habibeh,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
440637,dmikrav,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
460109,FrosinaStojanovska,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
451204,prabod,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
466305,dominikstanojevic,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
469089,bakrianoo,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
440157,bicici,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
469166,Malak,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
475341,nvidia,-999.999 (16),-999.999 (16),-999.999 (16),-999.999 (16),,,,,
submission_pk,User,Pearson (all classes),Pearson (some-emotion),Kappa  (all classes),Kappa (some-emotion)
,valence,valence,valence,valence
439546,mhjabreel,0.809 (1),0.847 (1),0.783 (1),0.820 (1),,,,,
469166,Malak,0.786 (2),0.825 (2),0.772 (2),0.803 (2),,,,,
439367,Amrita_student,0.383 (3),0.414 (3),0.379 (3),0.411 (3),,,,,
439196,NAGOUDI,0.328 (4),0.350 (4),0.321 (4),0.340 (4),,,,,
439109,NAVEEN.J.R,0.198 (5),0.210 (5),0.132 (5),0.145 (5),,,,,
439459,thelonewolf190694,0.163 (6),0.170 (6),0.093 (6),0.102 (6),,,,,
953666,no_name,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
934486,alvarosness,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
787552,sohaelshafey,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
904483,ThalesSolutions,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
844598,Olha_Kaminska,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
839896,wbaker23,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
758675,Annony_Mouse,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
684559,luca.campanella,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
654867,rajdeep345,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
645164,sriyash421,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
624240,lpc,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
618910,eunsungyoon,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
614142,gosiazdunik,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
586542,IbraheemTuffaha,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
520086,yyyura,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
519527,zimkjh,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
519269,Seekers7,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
515097,Zupun7,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
512868,hammadfahim,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
496663,Ruchira,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
495100,TharinduGayan,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
494852,Zupun_Ranatunge,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437726,CZWin32768,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437810,hhaddad,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
442297,to.john.mcgonical,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
438639,psyml,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
438767,yoyo,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437594,lanman,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437598,ISCLAB,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
441651,ad26kt,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
445038,wangmin,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439087,hebe,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439099,minok00,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439130,AlexandraFlescan,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439145,utpalsikdar,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439154,jogonba2,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439143,danielfl,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439349,venkatesh-1729,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439843,ruwanw,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439905,anasteam,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440357,dragoni,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440376,Habibeh,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440637,dmikrav,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
460109,FrosinaStojanovska,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
451204,prabod,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
466305,dominikstanojevic,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
469089,bakrianoo,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440157,bicici,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
